sport,trait,direct_correlation,indirect_correlation,same_correlation
martial arts,brittle,-1.904694999073078,-0.005515159564835077,True
martial arts,decent,0.051341134980090845,-0.030396998721493828,False
martial arts,impressive,-0.004124893929065007,0.021267399120719916,False
martial arts,youthful,0.8007057424796051,-0.008304697026470256,False
martial arts,stiff,-0.6739628986883323,0.06621890234287,False
martial arts,intelligent,0.5442108660285481,-0.06247439420326488,False
martial arts,unstable,-0.5933131503061524,0.1056984470059463,False
martial arts,competitive,1.088789821045108,-0.04275653423326781,False
martial arts,arrogant,-0.5447057559102837,-0.027985078891305182,True
martial arts,fearful,-0.7445330019451872,0.012818809337298624,False
martial arts,flexible,-0.059200370148770276,0.0023971144356853195,False
martial arts,private,-0.8061258799342215,0.0016452359930951737,False
martial arts,dull,-1.4117794064843798,0.10002547919348287,False
martial arts,liberal,-0.6387380908477633,-0.05354438871425723,True
martial arts,disciplined,0.03779456461040152,-0.07873670448964676,False
martial arts,ordinary,0.051585777453694644,0.04862415857418717,True
martial arts,playful,-0.16164361841165747,0.030373244049278245,False
martial arts,organized,-0.2778622459335045,-0.05720985815288613,True
martial arts,fair,-0.9303043310303354,0.013732819374063066,False
martial arts,directed,-0.8979110616656412,-0.08227658872647342,True
martial arts,formal,-0.31971789841362747,0.038618516575726625,False
martial arts,destructive,-0.7182067532576087,0.08827130008041117,False
martial arts,sensitive,-0.14726593861160933,0.11084579891118135,False
martial arts,demanding,-0.8471679429561189,0.011552656250745967,False
martial arts,courageous,-0.5466014879283274,-0.06705062147182284,True
martial arts,stern,-0.3673253558511376,0.006846786927665498,False
martial arts,grim,-0.646073872615247,-0.021174206705383076,True
martial arts,mellow,-0.5574271883434455,-0.02274986084633886,True
martial arts,dishonest,-1.5769184755187589,-0.06802134294159612,True
martial arts,petty,-1.6720384650568045,-0.001919480409392314,True
martial arts,complaining,-1.9296026927177958,-0.09549287988539151,True
martial arts,ambitious,-0.5715982818452,-0.10389906280165505,True
martial arts,determined,-0.6210928883174279,-0.10343677499643507,True
martial arts,strong,0.7120763131756103,0.11803763842055984,True
martial arts,understanding,-1.4619502294497806,-0.05148039983369054,True
martial arts,neutral,-0.3907651562715116,0.043347720533572304,False
martial arts,attractive,0.617701512864461,0.0856510722351196,True
martial arts,sober,-0.7593594969279783,-0.08910139299626732,True
martial arts,rigid,-0.6018771722126409,0.11273455425417822,False
martial arts,unpredictable,-0.8876237063182982,0.055219679236983975,False
martial arts,preoccupied,-0.48040106181617886,-0.12880403483367878,True
martial arts,skinny,0.8394025153676561,-0.007059406874214966,False
martial arts,fit,1.4946235132974826,-0.08330443510693204,False
martial arts,arbitrary,-2.256753084266719,0.004524200423314184,False
martial arts,erratic,-1.284394615481787,-0.043524649938507264,True
martial arts,malicious,-1.4156471983849084,-0.020581787331409966,True
martial arts,dynamic,-0.1572827499770779,0.008650927958655866,False
martial arts,invisible,-1.7328610895200212,0.08241489674346825,False
martial arts,critical,-1.5039156390117319,-0.0551881746810127,True
martial arts,confused,-1.3151852280198795,-0.016323550943908926,True
martial arts,caring,-0.8177229578299443,-0.05601348714756209,True
martial arts,challenging,-0.37160370334622433,0.102575530838672,False
martial arts,false,-2.5904099050862395,0.1049976120074463,False
martial arts,fraudulent,-2.0652368377982784,-0.048700170443002365,True
martial arts,conciliatory,-1.9267480375941701,-0.140177980707008,True
martial arts,crazy,0.20225434087328525,0.09138384133141018,True
martial arts,sloppy,-1.3614783849941074,0.03982051807833844,False
martial arts,disruptive,-1.211726740692394,-0.011978960048004462,True
martial arts,busy,-1.1944107565139843,-0.06060191766135767,True
martial arts,bland,-0.8927686363661963,0.023667928034859995,False
martial arts,frivolous,-1.4427580409432306,-0.04931535447980497,True
martial arts,popular,0.5634666444237142,0.0042358981725324875,True
martial arts,hurried,-1.6392494174934449,-0.04395472795863529,True
martial arts,profound,-1.2862121496796928,0.010145718403665382,False
martial arts,friendly,-0.24009545673318425,0.015815870477689294,False
martial arts,ignorant,-1.4761686111820265,-0.08583794188509064,True
martial arts,conventional,0.015565265640995227,-0.10852842578864373,False
martial arts,buff,1.0565521592618172,-0.11621084050870323,False
martial arts,balanced,-0.11147704777916057,0.022673582755810304,False
martial arts,stupid,-1.109826979980514,0.14005854949289936,False
martial arts,desperate,-1.2325576808171077,-0.03764934730194555,True
martial arts,gallant,-0.7785763451020608,-0.150087168463805,True
martial arts,cruel,-1.0797331236133527,0.11566796988628501,False
martial arts,political,0.31183353600240715,-0.03487184134441607,False
martial arts,secure,-1.8456579925571128,0.06165469873092387,False
martial arts,passive,-0.3501956454513761,0.025583049159591642,False
martial arts,subtle,-1.3210716047162767,0.021886541086836638,False
martial arts,greedy,-2.195062429606276,-0.0020278687942333765,True
martial arts,sympathetic,-1.407548280727578,-0.08960390424349371,True
martial arts,sensual,0.48977454181212876,0.015347707386305318,True
martial arts,mechanical,0.14131617869403246,-0.050928747055130154,False
martial arts,trendy,0.09402537510309911,-0.08130640508761823,False
martial arts,gentle,-1.0592053660573375,0.024564337327540053,False
martial arts,stubborn,-0.48367389756912343,0.011442819996256364,False
martial arts,difficult,-0.8161555874048253,0.07448674021868383,False
martial arts,dramatic,-0.14590145286318112,0.10303349820445812,False
martial arts,angry,-0.7863158325878118,0.0006244080973266253,False
martial arts,weak,-0.6119672108419127,0.17567676745292646,False
martial arts,patriotic,0.645763592032752,-0.09353583189139159,False
martial arts,sporting,1.8027326020527956,-0.11041491554715295,False
martial arts,clever,-1.2682415961264322,-0.06896795802813027,True
martial arts,quirky,-0.7108287239571308,-0.09614449273552247,True
martial arts,calm,-0.3134541430574279,0.0457882157034275,False
martial arts,restrained,-1.1800271151850965,-0.030638335385075835,True
martial arts,honest,-1.4109768313808027,-0.07685806291009743,True
martial arts,genuine,-1.468406408471089,-0.05969100584170942,True
martial arts,extravagant,-0.4968940198912014,0.01889799982893126,False
martial arts,treacherous,-1.7593837546965494,-0.04978967227326486,True
martial arts,athletic,2.530231802735946,-0.10337816124404484,False
martial arts,innovative,-0.7703803945866907,-0.12820670565811387,True
martial arts,responsive,-1.524954296426897,-0.0014862062679671794,True
martial arts,bizarre,-0.4640710789133867,0.021821412412116152,False
martial arts,frightening,-0.23951399171376936,0.07504122204205535,False
martial arts,sophisticated,0.07244394346551261,-0.08315649084875769,False
martial arts,polished,-1.017324601891026,-0.012026153537172879,True
martial arts,glamorous,-0.055112658521731354,0.04612096944768428,False
martial arts,exciting,-0.6688769928374154,0.12052262542824947,False
martial arts,alert,-0.4056603295902566,-0.04621540461532983,True
martial arts,winning,-1.869285403487853,-0.04806745057158126,True
martial arts,timid,-0.2673173670493127,0.0063352302128548334,False
martial arts,tidy,-0.7915604063630265,-0.00029380365696337273,True
martial arts,religious,0.47181836905225555,0.007784874772591396,True
martial arts,dominating,-0.26689226324902965,-0.05984024069948493,True
martial arts,messy,-1.131953357136851,0.11014172907755165,False
martial arts,mature,0.5028913670295436,0.1046514135822289,True
martial arts,prim,0.3398095373195713,-0.033928962748947925,False
martial arts,lazy,-0.6937127735809966,-0.008287084467986481,True
martial arts,cerebral,-0.019238314251454582,-0.17178788602380987,True
martial arts,amusing,-1.1629387842956627,-0.11689674257507034,True
martial arts,appreciative,-2.2183578688744467,-0.1604996247565434,True
martial arts,ridiculous,-0.47168915995030175,0.0863679970209166,False
martial arts,aggressive,0.6356189611040749,0.030860299858944194,True
martial arts,precise,-1.2350683399976408,-0.0689931386085575,True
martial arts,unhealthy,0.3920614129588569,0.022064005019307935,True
martial arts,cynical,-1.1099994708443048,-0.04889554973730678,True
martial arts,short,-0.24779149852782284,0.1457830174387301,False
martial arts,helpful,-0.9896635027577941,-0.10938138946289166,True
martial arts,thorough,-0.9220779647896336,-0.1531530519002489,True
martial arts,subjective,-1.3760233880354305,0.010000403088542486,False
martial arts,original,-1.048272035860681,0.05222151454327588,False
martial arts,active,1.0574856524404124,0.06733352803616928,True
martial arts,steady,-1.0837277439909025,0.012323690376817135,False
martial arts,independent,-0.505688021712589,0.005438535495256605,False
martial arts,soft,-0.9464317918308551,0.1297624632153684,False
martial arts,experimental,-0.06697565456281557,0.02744987820332751,False
martial arts,intense,0.45576832713244503,0.0956569856581077,True
martial arts,serious,0.299097123456851,0.0002796707778639906,True
martial arts,solid,-0.6228886525799466,0.06576847303804734,False
martial arts,strict,0.1321703340814762,0.02010648837911766,True
martial arts,neat,-0.18906375556996363,0.11236136840233227,False
martial arts,shallow,-1.2093838369067542,0.1019928276828459,False
martial arts,solemn,-0.8580553752252819,0.046849469169609234,False
martial arts,retiring,-0.9630309539129851,-0.11459844330735382,True
martial arts,generous,-1.7100749334182141,-0.05681231046783054,True
martial arts,negative,-0.9941783285389397,0.08805354983964325,False
martial arts,fiery,0.017700648422053083,-0.04045921343625138,False
martial arts,meticulous,-0.8764394429863064,-0.15411172236372267,True
martial arts,provocative,-0.05932634073308606,-0.07028679559054268,True
martial arts,firm,-1.5815856920002909,0.03204763576405673,False
martial arts,paranoid,-0.47160824702444437,-0.03397937585508494,True
martial arts,slim,0.6322714059535021,0.0708116199079454,True
martial arts,clean,-0.486522479996355,0.10732361718685456,False
martial arts,lyrical,-0.4864865798966212,-0.08322807652665219,True
martial arts,respectful,-0.7747133680849225,-0.08497015132728081,True
martial arts,hostile,-0.5583593035145153,0.028523560568197846,False
martial arts,dignified,-1.2322004727422415,-0.059459244009735075,True
martial arts,disturbing,-0.3022231523285097,0.06632553461056757,False
martial arts,complex,-0.3126063185694033,0.1359840421008431,False
martial arts,courteous,-1.1049066239548926,-0.1691416424717214,True
martial arts,tense,-0.3482158594787127,0.00296357445860859,False
martial arts,heroic,-0.18116157617807463,-0.006130057249206264,True
martial arts,adventurous,1.1277802676173503,-0.056449541174467134,False
martial arts,leader,-0.5944294435163009,-0.03038588310791411,True
martial arts,unreliable,-1.8967694968478568,-0.02733856793824628,True
martial arts,brutal,-0.3819909656235279,0.05180683317467327,False
martial arts,imaginative,-0.2800376854777816,-0.11649560480553475,True
martial arts,whimsical,-1.5503441915041165,-0.10091196120743393,True
martial arts,extreme,0.7140709530370778,0.052980797403627516,True
martial arts,relaxed,-0.7944153918955718,-0.02467405886982371,True
martial arts,dedicated,-0.49404976972358683,-0.15802097105060622,True
martial arts,emotional,-0.3442675898452081,0.03535870357816725,False
martial arts,fixed,-1.0544989065131127,0.11078265194940926,False
martial arts,curious,-0.024034192226991383,-0.06444553164534622,True
martial arts,selfish,-1.9933040794737371,0.022873266759827433,False
martial arts,sweet,-0.8986857787337242,0.07804549961378487,False
martial arts,irrational,-1.202516524475918,0.10746377871280603,False
martial arts,suspicious,-0.42525894005764603,0.03103772814501998,False
martial arts,cooperative,-1.3845138094511344,0.04058873623222224,False
martial arts,persuasive,-1.4235778947093125,-0.12976185077421742,True
martial arts,rustic,-0.437045894225617,-0.05785388092516921,True
martial arts,predatory,-1.1995876799610454,-0.060993990002712856,True
martial arts,casual,-0.07678404896477867,-0.020991797696597304,True
martial arts,bewildered,-1.8799149875888455,-0.07966438520009123,True
martial arts,earnest,-1.2986702543267363,-0.04432383828074514,True
martial arts,contradictory,-1.3259653092134167,0.029906312313813212,False
martial arts,abrupt,-1.0844557264885826,0.016330485055694153,False
martial arts,reserved,-0.1482447200923123,-0.12457900411132822,True
martial arts,knowledge,-0.07590287204198946,-0.015099863948931903,True
martial arts,narrow,-0.4713513559147043,0.04301378587800526,False
martial arts,superficial,-1.0966061036299692,0.0927265601593945,False
martial arts,painstaking,-1.42517304431713,-0.13407103798484668,True
martial arts,charming,-0.8209870259340231,-0.01724633480024946,True
martial arts,capable,-0.32295310730529686,-0.13921125027224915,True
martial arts,foolish,-1.5509666786863405,0.04735586956352489,False
martial arts,slow,-0.9809264836935835,0.09901847962379,False
martial arts,impulsive,-0.21723457610946417,0.0125633213808884,False
martial arts,stable,-0.35809885030059235,0.12374273700218223,False
martial arts,enigmatic,-0.7712453954784477,-0.010235093420934059,True
martial arts,overweight,1.5468298836040302,-0.087488327389785,False
martial arts,patient,-2.315463663196351,-0.04931365932397773,True
martial arts,tiny,-0.6216532257671845,0.05796365778844271,False
martial arts,hesitant,-1.145371178674133,-0.09703989410796933,True
martial arts,muscular,2.150819966873438,-0.044126916459508655,False
martial arts,sexy,0.8244946078770783,0.06832411365251267,True
martial arts,questioning,-0.9213122156802619,-0.0825381221659503,True
martial arts,scholarly,-0.23001755548593028,-0.14756699529327774,True
martial arts,sentimental,-1.545415515289162,-0.011561500090676202,True
martial arts,obedient,-0.8329131648998029,0.07393855448978631,False
martial arts,mistaken,-2.006351071072702,-0.09413348444358957,True
martial arts,healthy,0.7432965105709962,0.021841996967109575,True
martial arts,forceful,-0.19943544077939668,-0.09288424699425005,True
martial arts,deep,-0.6599953249666755,0.052295237281440324,False
martial arts,wise,-1.2384619795299463,-0.017693774251296087,True
martial arts,practical,-0.9353588001905525,-0.05274732672175504,True
martial arts,daring,-0.053126143332746734,-0.03409933175976649,True
martial arts,romantic,0.32172045662249266,0.06808775008963146,True
martial arts,sarcastic,-0.4693666653376666,-0.06629887956521244,True
martial arts,decisive,-0.8344413971165466,-0.05897258830182333,True
martial arts,slender,0.8617744787728234,-0.022663222702251663,False
martial arts,cheerful,-0.7481214688496042,-0.004156022468988449,True
martial arts,quiet,-0.9427138284019831,0.04453307832771306,False
martial arts,obvious,-1.0586822084131575,0.08166767958298878,False
martial arts,towering,-0.07920984338037734,-0.08564165669601374,True
martial arts,confidential,-1.6089218769955314,-0.13445904848975404,True
martial arts,trim,0.45909700013076216,-0.15676929229115807,False
martial arts,crisp,-1.2426955017349293,0.048311124098009396,False
martial arts,coarse,-0.4538461733021054,0.021806751018613454,False
martial arts,protective,0.4218096979508131,0.016557610130823082,True
martial arts,warm,-1.5713548748276784,0.07645584649073661,False
martial arts,peaceful,-0.19149590491494917,0.1223673261759817,False
martial arts,responsible,-0.7095195111658019,-0.11363882003404023,True
martial arts,brilliant,-1.2661689816162158,-0.02561594653844684,True
martial arts,modern,0.2295246976570988,0.06598396967386254,True
martial arts,irresponsible,-1.040917915028518,-0.0670713663240313,True
martial arts,clumsy,0.08526147424918258,0.047104470935539045,True
martial arts,kind,-0.5426220644074526,0.024907356750145583,False
martial arts,transparent,-1.8498014953756725,0.09608608502949113,False
martial arts,stylish,0.3669835106509914,-0.047103744798357196,False
martial arts,calculating,-1.3802747424868629,-0.12704388959379445,True
martial arts,troublesome,-0.9473786018048859,-0.016450546112971077,True
martial arts,admirable,-1.013361749913313,-0.11400557898131422,True
martial arts,sharing,-1.0490997150361852,0.018950011739373853,False
martial arts,obsessive,-0.02450032452508128,-0.09620230408805289,True
martial arts,aspiring,0.5919109454145507,-0.1041984448983214,False
martial arts,efficient,-0.6908097896541745,-0.058672648734351907,True
martial arts,logical,-0.7357052323219205,0.04913135315744476,False
martial arts,artificial,-1.0992082363047797,0.09764582366824108,False
martial arts,delicate,-0.4093027188777247,0.002300718178932229,False
martial arts,authoritarian,-0.6705372550275084,-0.06896809654396024,True
martial arts,outspoken,-0.00456189243962237,-0.14875967877231303,True
martial arts,maternal,-0.3291399201757378,-0.003740043617906475,True
martial arts,reliable,-1.1111433544923148,-0.03889881629598141,True
martial arts,optimistic,-0.5050610753376654,-0.058910741425477746,True
martial arts,blunt,-0.6470774028233135,-0.1104971662201249,True
martial arts,pure,-1.0933294686349895,0.15066842295860258,False
martial arts,extraordinary,0.003916445361790239,-0.053972314131664964,False
martial arts,objective,-1.3148639711543628,-0.04162464625555625,True
martial arts,open,-0.8675135834079372,0.1254726672684852,False
martial arts,physical,1.1158691017366797,0.10526528252112599,True
martial arts,realistic,-0.3950082794995025,0.1062522693955225,False
martial arts,stoic,0.06253239057556761,-0.05404452169527086,False
martial arts,driving,0.3702374248186153,-0.07254837357462515,False
martial arts,fat,-0.21592867523110484,0.07407807821312434,False
martial arts,anxious,-1.1415766889525867,-0.06076477774390355,True
martial arts,naive,-0.6213460534185016,0.018193417383653303,False
martial arts,creative,-0.28236122714460843,-0.07296300256744852,True
martial arts,gracious,-2.388441448090344,-0.08732871556575565,True
martial arts,conservative,-0.2127052563507201,-0.05544644001630836,True
martial arts,cute,0.24663986120391168,0.07217117913550716,True
martial arts,proud,-0.9166414163568991,-0.052548623277547196,True
martial arts,discreet,-1.28270518585976,-0.14330410289221027,True
martial arts,dry,-1.9932021984167754,0.08931200746051612,False
martial arts,charismatic,-0.004426472296596308,-0.08897504867901897,True
martial arts,secretive,-0.8625582415266001,-0.00924272956750722,True
martial arts,deceptive,-1.461655052052212,0.10080447477090272,False
martial arts,educated,0.11304143440128489,-0.15627603155787376,False
martial arts,solitary,-0.7253597656133088,-0.14459960362085666,True
martial arts,spontaneous,-0.6469971890967915,0.10046487170861532,False
martial arts,predictable,-1.8750791025477285,0.09768567504935366,False
martial arts,simple,-0.7419530082937026,0.13026000525835485,False
martial arts,humorous,-0.12227462418795447,-0.1215420904232512,True
martial arts,humble,-1.7052826075103653,-0.08021594889175727,True
martial arts,vague,-1.3580758802711945,0.008679312024422228,False
martial arts,focused,-0.4605598332033829,-0.024064560826303233,True
martial arts,tall,1.0199236739111939,0.009114983420577174,True
martial arts,loyal,-0.5795130630672607,0.003374420048612872,False
martial arts,flamboyant,-0.049347929526150386,-0.12990497128619533,True
martial arts,impatient,-1.622648088596683,-0.13469346756150238,True
martial arts,ruined,-1.6628329096456103,0.02309083117352865,False
martial arts,colorful,0.22469128207875474,0.05412658684912921,True
martial arts,abrasive,-0.8346247629599147,-0.11913782104937412,True
martial arts,crude,-0.4436947716425391,0.029713738549136347,False
baseball,witty,-1.3098905358338617,0.04509388665347619,False
baseball,compassionate,-1.8189447184425964,0.09534722570075775,False
baseball,rational,-1.3558523792211734,0.22056030172740876,False
baseball,insulting,-0.8665023358499898,0.10118764520890604,False
baseball,moderate,-0.13148138515884064,0.06569847037972242,False
baseball,discouraging,0.2091257461948805,0.008254305059717632,True
baseball,smooth,-0.5733573793998576,-0.04855848208923361,True
baseball,gloomy,-1.4099721971333694,-0.0384990759923975,True
baseball,skeptical,-0.9796853163943628,0.09516615989407107,False
baseball,unrealistic,-0.4891440942032435,-0.20083046642337604,True
baseball,shrewd,-1.5067429181963834,0.10647298085340129,False
baseball,modest,-0.7667908178028612,-0.00694163962964639,True
baseball,energetic,-0.6645191069012046,-0.11596629817131367,True
baseball,impractical,-0.8265942356658454,-0.10986501390374402,True
baseball,cold,-1.2938301542066335,-0.04373697789495032,True
baseball,skillful,-1.4608083979971749,0.015719857213202494,False
baseball,criminal,-1.4665236550486975,0.15526951405090678,False
baseball,dependent,-1.148185289424994,-0.10625245519645754,True
baseball,systematic,-1.2830466792871997,-0.0036900433174298195,True
baseball,faithful,-2.2913551106029932,0.07594758084858622,False
baseball,honorable,-1.4965477050205775,0.12625817434082506,False
baseball,elegant,-1.2966432362183007,-0.26912615223154324,True
baseball,misguided,-1.1942903830313931,0.1308129275642798,False
baseball,outrageous,-1.0261451959208472,-0.0604364907384675,True
baseball,steadfast,-2.66420479502268,0.02833661030832646,False
baseball,benevolent,-2.0325383299547806,0.141752158182258,False
baseball,constant,-0.36975157300618067,-0.09053184513630988,True
baseball,vulnerable,-1.7770961361681097,-0.10155837869265553,True
baseball,careless,-1.4118753894166467,0.12183534402657031,False
baseball,confident,-0.44414528052542535,0.06330938582121744,False
baseball,enthusiastic,-0.5692070117917543,0.07320631361626562,False
baseball,accessible,-0.9089030690197584,-0.14343316248636023,True
baseball,conscientious,-1.246904887427392,0.10064831378491455,False
baseball,passionate,-0.8953360440652767,-0.003401967427719971,True
baseball,mystical,-1.8501619377577163,0.02652786600011733,False
baseball,ripped,0.5999985631594602,0.07498616895308888,True
baseball,reflective,-1.6016909066923781,0.07327430429942561,False
baseball,miserable,-0.7203505042109867,-0.026769171438674008,True
baseball,odd,-0.7266902006706185,0.12993471008324012,False
baseball,eloquent,-2.2693923540290784,0.10831489215515763,False
baseball,surprising,-1.1074397989165645,-0.09511725844192112,True
baseball,tough,-0.5255981924217699,-0.015176553899790167,True
baseball,progressive,-1.086349002949841,0.018895132496853238,False
baseball,upright,-1.1136105031706862,0.04747973815743141,False
baseball,brittle,-1.0571213765001024,-0.21417133628923246,True
baseball,decent,0.011877662037180159,0.028040715580891242,True
baseball,impressive,-0.6479894660596308,-0.08275417970079321,True
baseball,youthful,-0.05585573785542499,-0.05235219341620101,True
baseball,stiff,-0.2740779809654613,0.08603261445238676,False
baseball,intelligent,-0.3834776122088538,0.14855156068442438,False
baseball,unstable,-1.5546526347517389,-0.10908585233136874,True
baseball,competitive,0.9524179203239841,-0.04821968196570139,False
baseball,arrogant,-0.9847243314852842,0.17782843504896545,False
baseball,fearful,-1.752130252403584,0.0069491299304296665,False
baseball,flexible,-0.9660949145038072,-0.10681636219369313,True
baseball,private,-0.6186252757454126,0.03577815232539799,False
baseball,dull,-1.659779379180688,-0.0754223724879724,True
baseball,liberal,-0.03839091814061602,0.15292595685304955,False
baseball,disciplined,-1.4283966817006437,0.16697471117197957,False
baseball,ordinary,-0.38355049113899803,0.04995167956583673,False
baseball,playful,-1.136380066355853,-0.0399580703301064,True
baseball,organized,-0.29827651572509933,-0.25976018562388564,True
baseball,fair,-0.9194014409963561,0.02783341412421895,False
baseball,directed,-1.376930680259847,0.2289717567075265,False
baseball,formal,-1.2426418137850084,0.00956826199878231,False
baseball,destructive,-2.048887177388846,0.025685414272753584,False
baseball,sensitive,-0.9786407709602397,0.057031700539940985,False
baseball,demanding,-1.8825509134203036,-0.11715414527521509,True
baseball,courageous,-2.3050628393260713,-0.019546802188042115,True
baseball,stern,-1.4703412515365835,0.052896255023180565,False
baseball,grim,-0.6496731743204541,0.09146378997923939,False
baseball,mellow,-0.27059003218056393,0.0974307077812518,False
baseball,dishonest,-1.6135793832998668,0.18701974720697725,False
baseball,petty,-1.1345851556393398,0.1122277894801592,False
baseball,complaining,-1.1469902951196749,0.04403679219424888,False
baseball,ambitious,-1.0827241191047445,-0.026883116446351458,True
baseball,determined,-0.9650240033876293,-0.07494123929704771,True
baseball,strong,-0.6999845292976551,-0.05680983655668775,True
baseball,understanding,-1.5006932310316685,0.14881526776943757,False
baseball,neutral,-1.2304381327426481,-0.10116875907895113,True
baseball,attractive,-0.23666350493875818,-0.24624389068201272,True
baseball,sober,-1.277391684033574,0.12335109696434342,False
baseball,rigid,-1.4130234616558757,0.09411251900722097,False
baseball,unpredictable,-1.5052831870390622,-0.06015545405061764,True
baseball,preoccupied,0.1437928131704069,-0.04463350936546605,False
baseball,skinny,1.0640387920947956,-0.023108496727162867,False
baseball,fit,1.0452582394240666,-0.01530574886008111,False
baseball,arbitrary,-0.8858944434828155,0.04208059396638834,False
baseball,erratic,-0.8886957378437994,0.01950631435599362,False
baseball,malicious,-2.5700243578076103,0.05755514221478939,False
baseball,dynamic,-1.1074976645605636,-0.19384565216505384,True
baseball,invisible,-1.607308709125865,0.03779052993821674,False
baseball,critical,-1.7273296149490516,0.14097463655489517,False
baseball,confused,-1.2065200296579297,0.07562702658572487,False
baseball,caring,-1.195989238313342,0.038139087618827366,False
baseball,challenging,-1.2116773328968133,-5.3314452483916084e-05,True
baseball,false,-2.4148247167794636,-0.029550137320640584,True
baseball,fraudulent,-2.0760100382069284,0.013124123028590942,False
baseball,conciliatory,-1.5416827028537714,0.030035612778751337,False
baseball,crazy,-0.4721376358386772,-0.05051439428783535,True
baseball,sloppy,-0.5757392552537881,0.04414216044764591,False
baseball,disruptive,-1.2912952016932286,0.03148330835995847,False
baseball,busy,-0.8092330206739895,-0.07563825307331598,True
baseball,bland,-0.7771385748802149,-0.07305108202544952,True
baseball,frivolous,-1.3269103201565868,-0.162835623661949,True
baseball,popular,0.32347463451857117,-0.04707270673134533,False
baseball,hurried,-1.1391828976935416,-0.07985148561069746,True
baseball,profound,-1.9720018795954475,0.09703947609510097,False
baseball,friendly,-0.8362604206324572,0.031257319836245606,False
baseball,ignorant,-1.383175581827168,0.12390900343354169,False
baseball,conventional,-0.11510720976165573,-0.056296723589297076,True
baseball,buff,0.7938222947230094,0.12015738307948284,True
baseball,balanced,-0.3409658120602025,-0.017912080377950213,True
baseball,stupid,-0.6523468464590266,0.18920252306478805,False
baseball,desperate,-1.1975836623729668,0.01481373764646653,False
baseball,gallant,-1.4252586197919566,0.033655579532880314,False
baseball,cruel,-2.016409630069079,0.07537983080378292,False
baseball,political,0.03988670714600996,0.051681029985200674,True
baseball,secure,-1.897509976452462,0.0803526049283307,False
baseball,passive,-1.019564576440279,0.1571998421966489,False
baseball,subtle,-1.8988977161980731,0.0401205841684247,False
baseball,greedy,-1.9983265665763201,0.11290613785805602,False
baseball,sympathetic,-1.9823941360635056,0.055318828873328535,False
baseball,sensual,-1.7882792356842625,-0.25803292794435884,True
baseball,mechanical,-0.36553736945782644,0.18526349945274537,False
baseball,trendy,-0.251012380626708,-0.2625184440732058,True
baseball,gentle,-2.142316443213822,0.05558883916798553,False
baseball,stubborn,-0.8358418737643304,0.03885867445610274,False
baseball,difficult,-1.4701031136518,-0.11846708520346072,True
baseball,dramatic,-0.9694672214947122,-0.1946430625128599,True
baseball,angry,-1.211127651732791,0.1525601151507332,False
baseball,weak,-1.2829458217253047,0.029105752113596263,False
baseball,patriotic,0.4931633288284591,0.04100700223084414,True
baseball,sporting,1.4625452380777253,-0.037013627639690086,False
baseball,clever,-2.254331216692106,0.1776050209466592,False
baseball,quirky,-0.6061962816014416,-0.04146618722271961,True
baseball,calm,-1.490035309883014,-0.030705562629293637,True
baseball,restrained,-1.87417473801484,0.2218870284208732,False
baseball,honest,-1.577140807505697,0.18872016712566902,False
baseball,genuine,-1.5698660825643183,0.11796922743051748,False
baseball,extravagant,-1.3386866754246742,-0.17842595617444676,True
baseball,treacherous,-1.209126585163066,-0.17055608750732856,True
baseball,athletic,2.3949181309163308,0.018590452287604246,True
baseball,innovative,-1.5856900943736894,-0.09168023515269072,True
baseball,responsive,-1.4426504068658101,-0.005216159669758356,True
baseball,bizarre,-0.86647101502542,-0.02597999760719545,True
baseball,frightening,-1.4435152205510748,0.002181540602108455,False
baseball,sophisticated,-0.7691318822531844,-0.19825482940040903,True
baseball,polished,-1.0269056848218678,-0.10329489414310021,True
baseball,glamorous,-0.975784658070209,-0.31146205809692196,True
baseball,exciting,-1.0298498242592729,-0.14800145189339534,True
baseball,alert,-1.1880979976258137,0.038303681641120725,False
baseball,winning,-1.0233118500371512,0.14156570699995946,False
baseball,timid,-1.1442173086110172,-0.1330175562324968,True
baseball,tidy,-1.0695255997400963,-0.10102782601666355,True
baseball,religious,-0.8577412058507038,0.1586590180757985,False
baseball,dominating,-0.023807455713291497,-0.16557145464240974,True
baseball,messy,-1.1815182067997836,-0.15255316992326343,True
baseball,mature,-0.4892539338919541,-0.05645794870043792,True
baseball,prim,-0.47514413797577987,-0.2014597120805948,True
baseball,lazy,-0.6589605940886496,0.12098375603762591,False
baseball,cerebral,-0.5318783719952765,0.07296497110988151,False
baseball,amusing,-1.154593180386043,0.107002157786756,False
baseball,appreciative,-1.4476788920818744,0.042627271288708454,False
baseball,ridiculous,-0.4174126589673751,-0.08753671849975204,True
baseball,aggressive,-0.7417564534641111,0.06834086421561335,False
baseball,precise,-1.4656170097351753,-0.04299157333163112,True
baseball,unhealthy,0.015640898870918404,-0.2279368430597548,False
baseball,cynical,-1.18732198943865,0.20242967938203668,False
baseball,short,0.6756591344637368,0.16868883520516692,True
baseball,helpful,-1.4319121754014743,0.06699143219786793,False
baseball,thorough,-1.6118679992140401,0.09809468852407216,False
baseball,subjective,-0.6976702634681691,0.030024896001019697,False
baseball,original,-1.7333431926137979,0.1407719592105731,False
baseball,active,0.13143869261878033,-0.04054701505878454,False
baseball,steady,-0.7130276156884736,0.1348972922512465,False
