beverage,trait,direct_correlation,indirect_correlation,same_correlation
milk,humble,0.4671856006530769,0.07102194815513327,True
milk,preoccupied,-1.4878097470319638,-0.06785957212560541,True
milk,generous,-0.3074146704801032,0.15392201708144052,False
milk,steady,0.6550628177086718,0.01577636706264248,True
milk,deep,-0.2847057430416953,0.03406759341232646,False
milk,simple,0.2632132074727513,0.16715065136228585,True
milk,coarse,-0.5943850886937937,0.03782640818086845,False
milk,benevolent,0.45136314014982115,0.16743643226772098,True
milk,frivolous,-2.0872829419010195,-0.05909404930808818,True
milk,complaining,-0.21396750009586551,-0.032505799341877535,True
milk,healthy,1.5606639483612434,-0.12468512779103855,False
milk,passive,-0.3114515651510165,0.22771735409106675,False
milk,obsessive,-1.5597316073812846,-0.0066639068289246345,True
milk,difficult,-0.5828732714049465,0.0017485214830738872,False
milk,admirable,-0.4299396762918266,-0.09742275749372539,True
milk,humorous,-1.0406963337472794,0.06986747758313401,False
milk,disciplined,-0.8016701710730022,0.051227221423838745,False
milk,strict,-0.353527456452443,0.17106247002844735,False
milk,mature,0.16973446442107895,0.0042344956293149695,True
milk,superficial,-1.0719955592825685,0.052870526854948564,False
milk,solemn,-0.32252392078569303,0.13116508609094366,False
milk,religious,-1.4999442288688378,0.11594670690785615,False
milk,conservative,-0.6069186162217254,0.017062489886764162,False
milk,messy,-1.0699784723921988,-0.07816073692660808,True
milk,logical,-0.13665007100006182,0.12464410891463452,False
milk,wise,-0.28832856915737193,0.15941888815894945,False
milk,witty,-1.7262798958580154,-0.03675221855854034,True
milk,impulsive,-2.140327911733814,0.085127358411416,False
milk,moderate,0.8371152484149841,-0.0399752251524976,False
milk,towering,-0.6169505118007927,-0.14751100084490784,True
milk,political,-1.6480715921644318,0.02331419415328173,False
milk,prim,-0.9758633678210267,-0.023045276261287984,True
milk,daring,-1.7394064889311187,-0.08024367618046065,True
milk,friendly,0.265124493408136,0.035188650713740825,True
milk,honorable,-1.1285249417412786,0.04638520586906247,False
milk,realistic,0.000942284254200285,-0.03731375396505285,False
milk,warm,2.2184809825324896,0.08858603353703683,True
milk,fearful,-0.5114672094927458,0.0209793741962784,False
milk,questioning,-0.49115701770538317,0.045777906099218536,False
milk,clever,-1.1225193085093437,0.1586746570658483,False
milk,arrogant,-2.8340296067187665,0.062205963314589476,False
milk,modest,0.6576311357522158,0.06605277370434447,True
milk,stupid,-1.5219572436211346,0.17460184182211347,False
milk,lyrical,-0.8398207875087977,0.03819417589835125,False
milk,trendy,-0.8316710245943132,-0.27662978576541575,True
milk,helpful,0.26033786704890227,0.02565993397133531,True
milk,protective,0.10595509516021198,0.04189483961193333,True
milk,challenging,-0.7112172521299303,-0.02390146532492689,True
milk,formal,-0.5809147971212634,0.18827696739090788,False
milk,sentimental,-0.514705776337129,0.09220188444930141,False
milk,aggressive,-1.5544238280002545,0.025483592897469192,False
milk,focused,-0.2773139577842226,0.004406919753041981,False
milk,rational,-0.10569286700342481,0.13188584211616583,False
milk,fit,-0.4012772814857603,-0.07817989054666581,True
milk,tough,-0.9659911147074463,-0.08684260897087985,True
milk,ridiculous,-1.269287453510601,-0.007330175202300923,True
milk,accessible,-0.26950705576159095,-0.1295528808254523,True
milk,discouraging,-0.6139644378088815,-0.14784248720366924,True
milk,physical,-0.3055423277548663,0.11544142231477435,False
milk,smooth,0.606893258179265,0.023839645372088044,True
milk,confident,-1.3242544227916768,-0.03523944316372683,True
milk,athletic,-0.47448140630804425,-0.06843928872286816,True
milk,genuine,-0.6453057115655099,0.016033854818144202,False
milk,crazy,-1.6666788384197893,-0.028800808737110956,True
milk,obedient,0.9285715424533486,0.12839887114385,True
milk,stable,1.246397593079564,-0.03387318235272896,False
milk,critical,-0.3874999433318096,0.11408575379829307,False
milk,ripped,-1.379822057263419,-0.004450254783308459,True
milk,fair,0.4566020158166066,0.12360242361187973,True
milk,stiff,0.38953863429606,0.10003048331592801,True
milk,greedy,-1.069691959275051,0.09151319828944615,False
milk,cruel,-2.1109875407349503,0.19066783784230795,False
milk,ruined,-1.6842147916332548,-0.046499544366912615,True
milk,thorough,0.009145205515492034,0.014826954202436673,True
milk,ignorant,-0.7408942436730571,0.12708153765806063,False
milk,brutal,-2.171652990599579,0.035577269116401196,False
milk,clean,0.7967210692561719,-0.02609200483767798,False
milk,odd,-0.8129479677296224,0.1714902066268271,False
milk,slender,0.8898391422440564,-0.058594111575536505,False
milk,buff,-0.24302556531811964,0.06690937170173462,False
milk,arbitrary,-0.9261472285153649,0.03681655468876957,False
milk,abrupt,-1.4916795729075667,0.11597788807262538,False
milk,organized,-0.9615953292668397,-0.14227798249654403,True
milk,unhealthy,-0.14816914426152689,-0.14896924104725356,True
milk,decent,-0.5260201032872788,-0.007728722824884112,True
milk,earnest,-0.4445545989523539,0.12861304699630563,False
milk,skeptical,-0.6503665811233352,-0.022493829668658972,True
milk,attractive,-0.49790194268397986,-0.07864252226541389,True
milk,polished,-0.6330273763019498,-0.09239502453705502,True
milk,irresponsible,-2.3236828510608736,-0.03101912874609418,True
milk,artificial,-0.23046869712807644,-0.00535719164003325,True
milk,liberal,-0.5742949399003634,0.11252517679218799,False
milk,busy,-0.8475543509932913,-0.1039707197807035,True
milk,sensitive,1.1260214498291716,0.14711966922344222,True
milk,deceptive,-0.8249311461647194,0.0017800568633820203,False
milk,caring,0.201962070362049,0.05236797130345661,True
milk,bizarre,-1.3631783920113842,0.06870982515343493,False
milk,mellow,0.9889993520171133,-0.0043519061033484765,False
milk,ordinary,-0.5273768964609934,0.16371938927519827,False
milk,abrasive,-2.228407274161162,-0.06525185543429977,True
milk,pure,1.3374636617651212,0.090081504026933,True
milk,dominating,-0.5674970956944357,-0.17498553240812625,True
milk,whimsical,-0.9465336499087915,-0.06992851168695426,True
milk,winning,-1.0612248306125849,0.011616382389812576,False
milk,desperate,-1.9809872268394537,-0.06798632081018562,True
milk,sensual,-1.6961334833739827,-0.05905348991104486,True
milk,steadfast,0.13258732812361723,-0.08063322489196534,False
milk,complex,-0.1584697391592348,0.07100530004051678,False
milk,surprising,-0.2697509516146923,0.03516343612358212,False
milk,negative,-0.4467114486007055,0.14371170137147632,False
milk,rigid,-0.14181961369700805,0.15363304982933848,False
milk,suspicious,-1.5713689518553582,0.06625231453400357,False
milk,charismatic,-1.8670914800871596,0.041303893059561045,False
milk,foolish,-1.4424951168316305,0.12211428630572285,False
milk,bland,0.16095708863764735,-0.0022896686547551,False
milk,exciting,-1.2104871147954066,0.009911318386510702,False
milk,mechanical,-0.7942228803871483,0.10116792726254946,False
milk,understanding,0.21337449326574923,0.08385715968797453,True
milk,disturbing,-1.3149398838153925,0.09521246488493165,False
milk,stubborn,-0.8803570970335141,-0.019981949830314632,True
milk,restrained,-0.23413912046718272,0.19572218282100373,False
milk,cooperative,1.3270294904164532,-0.05011188724880238,False
milk,sympathetic,-0.29423246190018676,0.06013458033555547,False
milk,kind,-0.11826770777356424,0.05551211239679868,False
milk,scholarly,-0.8430825834680327,0.06908674823167707,False
milk,naive,-0.9011807401295906,0.053023150894358356,False
milk,open,-0.4619492988080037,0.03638252876930263,False
milk,practical,-0.43457818184714947,0.06799156920586386,False
milk,invisible,-0.61671496038295,0.10560036289438007,False
milk,short,-0.06964524464898836,0.25705769126147504,False
milk,patriotic,-0.6932552958941959,-0.03438317954254777,True
milk,sarcastic,-2.1655249178470335,0.04721361535379485,False
milk,faithful,-0.016547206128096004,0.10650545641136308,False
milk,skillful,-0.4634075195171644,-0.039233601204150426,True
milk,patient,0.5130019464273075,0.046373079502734456,True
milk,mistaken,-0.7707965152037658,0.09941820016954074,False
milk,unstable,-1.5748539892279523,-0.08578119331023479,True
milk,sexy,-1.718111541974932,-0.0725779390460579,True
milk,casual,-1.5547371259188543,0.09480950706008456,False
milk,driving,-1.2987883065415873,-0.025677693985560707,True
milk,compassionate,0.36491057182543085,0.08270237730164262,True
milk,erratic,-1.5602243352394547,-0.0018491590728372123,True
milk,youthful,-0.3278502436651573,0.0062443438437536315,False
milk,slow,0.5310625313256487,0.07811254255236613,True
milk,active,0.9632151209094346,0.01328330646873533,True
milk,dynamic,-0.7771366126689258,-0.17442904721977046,True
milk,gracious,-0.020111528493091568,-0.02652348769872754,True
milk,curious,0.31575661063000243,0.03720904354192883,True
milk,stoic,-0.564499253663025,0.03177239146563509,False
milk,insulting,-1.9307893844829718,0.025599972880403932,False
milk,conciliatory,-0.3829977616020225,-0.0046045976514931235,True
milk,selfish,-1.6879773779213045,0.05889748744459381,False
milk,educated,-0.20420873640247497,0.036311297938003737,False
milk,adventurous,-1.209113139974713,-0.115272498104778,True
milk,secretive,-1.9361444177420633,0.11166344843180613,False
milk,rustic,-0.8086028116414344,-0.09273404033257938,True
milk,optimistic,-0.5721524632916929,-0.0842186944498589,True
milk,alert,1.6440859541717945,0.05804908696706109,True
milk,cold,0.4789868964789288,0.04867166961161424,True
milk,narrow,0.7042979602588317,0.0672361557794887,True
milk,skinny,0.8420914670947768,-0.0599357507548449,False
milk,predictable,-0.4703885698474491,0.0700199113444639,False
milk,dignified,0.07511287021163439,0.09948810207517289,True
milk,stern,-1.067347836296297,0.10530583289346226,False
milk,mystical,-1.13198894061106,0.11774963663277754,False
milk,frightening,-1.677668957016569,0.0788085777623425,False
milk,cerebral,-0.29093302849979985,0.0027639368889843564,False
milk,demanding,-0.586676974347978,0.01697584562677871,False
milk,forceful,-1.3896738135540654,0.06358049478676084,False
milk,passionate,-1.095086871435529,-0.03309088107880446,True
milk,emotional,-0.4994843312342666,0.04825968158198915,False
milk,trim,0.846527557218765,-0.07248921313260082,False
milk,irrational,-1.089562594982201,0.07486679912868766,False
milk,provocative,-2.0785577364448162,-0.0968258096843115,True
milk,romantic,-1.2019451826356375,-0.033432816740305134,True
milk,blunt,-2.1275746686424295,0.0177186533132467,False
milk,calm,1.3779915228191875,0.013973460311829052,True
milk,sweet,2.2232789149564307,-0.02404761278541412,False
milk,glamorous,-1.4020528543736601,-0.11357718655687253,True
milk,fiery,-1.2728055946140824,-0.10095495573565354,True
milk,crude,-1.587434950634561,0.09972362105956366,False
milk,extreme,-0.83865602756125,0.044113842020264256,False
milk,cute,0.7143936911475355,-0.038326958047530134,False
milk,delicate,1.565769544295712,-0.06356710193075792,False
milk,cheerful,0.09354413063617217,-0.008675043047797582,False
milk,enigmatic,-2.007176146966663,0.16053169040472792,False
milk,profound,-0.0505378303510642,0.12296019409521167,False
milk,secure,0.13757738204032247,1.9234504851601312e-05,True
milk,hurried,-0.9001396245289865,0.07721306399548934,False
milk,gentle,1.6812997125275302,0.1614779334419136,True
milk,constant,0.48350438689214603,-0.037819906743615225,False
milk,conscientious,0.11868411154560236,0.027751974898861265,True
milk,sloppy,-1.1102327652587767,-0.042267593830243505,True
milk,appreciative,0.2734125871536812,-0.05860688024601037,False
milk,clumsy,-1.075739805163958,0.06313899530471369,False
milk,dull,-0.3382561548770985,0.040689428231423144,False
milk,elegant,-0.14857621160952353,-0.04066425663857379,True
milk,petty,-2.115628444838405,0.11390344800889474,False
milk,impractical,-1.0622903225694538,-0.08711195168739191,True
milk,contradictory,-0.3210963536574788,0.057406527819489114,False
milk,quiet,0.5003076196283743,0.05434715808833331,True
milk,treacherous,-1.208506604193561,-0.1396249267323244,True
milk,paranoid,-2.336627965669875,0.02076826980746977,False
milk,vague,-0.6524998257298218,0.15153585396813427,False
milk,playful,0.8519705930273256,0.04468971092435064,True
milk,honest,-0.529029643142195,0.10026640683128275,False
milk,overweight,0.29532680997614186,-0.11265177326500803,False
milk,weak,1.1650373156881566,0.10480835367276094,True
milk,bewildered,-0.5166590469006421,0.03599702144557764,False
milk,charming,-1.0193470028613225,-0.0032829216462487943,True
milk,sophisticated,-0.9970641355987628,-0.13108497200408717,True
milk,false,-0.4560249730501141,0.0813829716526243,False
milk,gallant,-1.0024197647865214,-0.025324286053308376,True
milk,vulnerable,-0.30433007286215014,-0.0051713579336264085,True
milk,reliable,-0.02479918583452112,0.03131394016197553,False
milk,crisp,0.47338177855361385,-0.01457164857984634,False
milk,tense,-0.9748173729865549,-0.03184965936528073,True
milk,predatory,-1.6847060672289569,-0.1210013091687404,True
milk,unrealistic,-0.611606715847208,-0.0956598047882461,True
milk,fraudulent,-1.441889211052734,0.007774750801198341,False
milk,modern,-0.6252881249496656,0.023274315079358218,False
milk,subtle,0.06439896814393858,0.1454610794626097,True
milk,dependent,0.5104593579992287,0.00858347301860597,True
milk,subjective,-0.20035657840634713,0.08216448453097318,False
milk,dishonest,-2.569581533902693,0.103551657865699,False
milk,relaxed,0.1973981275346077,0.02327772152072219,True
milk,maternal,1.5943662610406923,-0.0014981643085435227,False
milk,destructive,-1.9692022302991428,-0.002709096420365871,True
milk,creative,-0.8642974605919268,-0.00505256498305759,True
milk,calculating,-1.1356344889585916,-0.10892940532349851,True
milk,impatient,-1.2747664220953185,0.01038643411306409,False
milk,outspoken,-1.8652063662029026,-0.07489162895070206,True
milk,conventional,0.13939790064794466,-0.07702307002797154,False
milk,intense,-0.5418717654298164,0.07345083634057627,False
milk,respectful,-0.07613515475667218,0.09614263899736442,False
milk,loyal,-0.4310778668386197,0.07583046521921172,False
milk,unpredictable,-1.731903319525382,0.0031423418001681165,False
milk,private,-0.8595703769056771,0.0782882207584576,False
milk,systematic,-0.18647609429941786,0.006951107407105724,False
milk,knowledge,-0.13849160028110863,0.11966952675736604,False
milk,dramatic,-1.4377845986268978,-0.00814652807858121,True
milk,reflective,0.1406567893275973,0.028517333644629224,True
milk,fat,0.987133574372464,0.0480221000910974,True
milk,efficient,-0.23040239290299902,-0.017746757396717727,True
milk,solitary,-0.9330801885840948,-0.04943871702703181,True
milk,flamboyant,-2.6816267915548155,-0.023758282871004295,True
milk,slim,0.7175237011703731,0.06819983638341999,True
milk,popular,-1.117264867948492,0.03450643969895147,False
milk,flexible,0.738869029995472,-0.07916146489101576,False
milk,brilliant,-0.7937274947059413,0.023626238375764594,False
milk,competitive,-1.1379362223792007,-0.13233855071397752,True
milk,troublesome,-1.2043618127772462,-0.021396822631865778,True
milk,courageous,-0.15894428203946898,0.013938327347959426,False
milk,experimental,-0.3264599579347884,-0.04417021978247982,True
milk,extraordinary,-0.7521401796158536,-0.021834406052685825,True
milk,hostile,-1.572713178909911,0.06739847083725106,False
milk,energetic,0.28232095310068195,-0.09877446852536728,False
milk,transparent,0.8338406828147286,0.034155591142281366,True
milk,confused,-0.5978979692465204,0.04420312175307375,False
milk,reserved,-0.7432491392897946,0.0879669402608755,False
milk,tiny,1.76463732244489,-0.08373629229298397,False
milk,spontaneous,-0.33060043395238276,0.12627171010481142,False
milk,painstaking,0.3364582490394143,-0.1635896363834845,False
milk,careless,-2.008677686433652,0.13346855536786836,False
milk,original,-0.6238853906022557,0.18719345982876867,False
milk,peaceful,0.8538822932763515,0.022439655752588463,True
milk,independent,-0.41476634388788297,0.004245271668382796,False
milk,balanced,1.253038171487285,-0.023071847834799993,False
milk,firm,1.299344342782091,0.06595705011442651,True
soda,tidy,-1.0064188767254774,-0.11148015737378199,True
soda,malicious,-1.2764536433234066,0.01944971288414973,False
soda,authoritarian,-0.7694331840518526,0.17487541450921018,False
soda,enthusiastic,-0.6648607838669356,0.27198748387596544,False
soda,timid,-1.4345239012184408,-0.20147881758082437,True
soda,objective,-0.1694428311230311,0.09250757381242307,False
soda,outrageous,-0.4003795533791557,0.05550300728795946,False
soda,aspiring,-0.35953134477560816,0.21723131936072515,False
soda,persuasive,-1.038507018455152,0.24965623964134945,False
soda,determined,-1.23571762285873,0.1314372548527977,False
soda,fixed,-0.08743955599483803,-0.16434799674955877,True
soda,sporting,0.11124204479842574,0.27977067680875345,True
soda,strong,-1.8627076411955332,-0.28952447274627996,True
soda,ambitious,-1.3899553957237172,0.16552266704387117,False
soda,cynical,-0.40921187817797805,0.3314463859231821,False
soda,amusing,-1.3596284632184266,0.2965601046596361,False
soda,sharing,0.33671364268535225,0.1229804819821968,True
soda,proud,-0.9409782456542003,0.011441710292766478,False
soda,tall,-0.5869809968506343,-0.1404419416278846,True
soda,decisive,-0.9203500035695414,0.0960395859930886,False
soda,intelligent,-1.1661404755489218,0.17353105540028696,False
soda,responsible,-0.026135608448808034,0.2753694747837141,False
soda,miserable,-0.08858222436852115,0.026024180082581807,False
soda,neat,-0.688152588478157,-0.15556595234917192,True
soda,responsive,-0.5627274561962006,0.04256069861926347,False
soda,muscular,-0.5002464526923811,0.17611461999280503,False
soda,heroic,-1.4282606143980254,0.0801913924748041,False
soda,dry,0.23644121971200305,-0.14033860943591348,False
soda,upright,-1.3712503129162226,0.15569945656798587,False
soda,retiring,-0.31180127041758576,0.32919125979338004,False
soda,imaginative,-1.563156424205737,0.05580891455162755,False
soda,impressive,-0.8329192795956157,-0.09290085040667143,True
soda,serious,-0.6715815911510273,0.1749109042598163,False
soda,gloomy,-0.9238650094393247,-0.14562282543051924,True
soda,eloquent,-1.8275430988776618,0.18771523708329277,False
soda,hesitant,-0.991994175969476,0.1789077742999318,False
soda,progressive,0.04463638344964036,-0.007391039902005247,False
soda,precise,-1.2174239513027305,-0.1061071215528444,True
soda,anxious,-0.13469639653993376,0.08786168159165333,False
soda,grim,-0.6854058603721517,0.1575841229360818,False
soda,brittle,-0.2536836975423119,-0.20017287398882333,True
soda,soft,-0.3736529874388524,-0.3605684241004535,True
soda,criminal,-0.8410227456435178,0.04366759042752369,False
soda,courteous,-1.3770503207754536,0.31199230107074477,False
soda,shrewd,-2.5913690729504912,0.2513744312157972,False
soda,extravagant,-0.9035216011517422,-0.332334881280648,True
soda,confidential,-1.157551981924579,0.1223163282952231,False
soda,meticulous,-1.243682022212211,0.19926550711258834,False
soda,angry,-0.8796840533096557,0.14731710369216344,False
soda,leader,-0.7241805947850172,0.1590198270084017,False
soda,capable,-0.9764769175369767,0.157493208814813,False
soda,shallow,0.16304014946714174,-0.21925892323300786,False
soda,solid,-0.7834761906739485,0.024054732592938537,False
soda,dedicated,-0.888145841812077,0.11082744843520796,False
soda,obvious,-0.09181752761939008,-0.1632853531394462,True
soda,lazy,0.4233739374629663,0.18680186817412825,True
soda,disruptive,-0.12362251353566503,0.058640391414502425,False
soda,innovative,-0.6339423045177758,0.14488735415490853,False
soda,discreet,-1.3168925806783474,-0.04905953885800884,True
soda,neutral,-0.5341935441535391,-0.31456742803848486,True
soda,unreliable,-0.3233835097372257,0.05279256474346051,False
soda,directed,-0.017194533828154054,0.21722099200194778,False
soda,misguided,-0.49986030177092455,0.2955557176917602,False
soda,colorful,-0.8878425342201538,-0.2236377516966832,True
soda,quirky,-0.43280386125613723,0.1858406140056687,False
soda,sober,-1.2620204026307902,0.30212516200067074,False
soda,stylish,-0.09750503532676688,-0.21022931637839185,True
soda,humble,-1.6005322500305905,0.2264804692705127,False
soda,preoccupied,-0.1448962683700825,0.20587070902256518,False
soda,generous,-1.4206936343433292,0.01877068986303197,False
soda,steady,-0.8944250810794839,0.1148505330491248,False
soda,deep,-0.8454982004132282,0.17185521351299896,False
soda,simple,-0.728834316181606,-0.21778270598579305,True
soda,coarse,-1.0650633252915183,-0.07010003441590157,True
soda,benevolent,-2.060641895174604,0.03222017531724721,False
soda,frivolous,-0.39634693088523426,-0.14270035055267055,True
soda,complaining,0.9747589889542755,0.25171754678006186,True
soda,healthy,0.328795640257683,-0.09572287020180022,False
soda,passive,0.07848046892289398,-0.04765335709870242,False
soda,obsessive,0.24375547803510217,0.3114320125214236,True
soda,difficult,-0.8550351949387432,-0.3840028382252027,True
soda,admirable,-2.6652489804937907,-0.01985697549871281,True
soda,humorous,-1.1963546950653463,0.33565051536524715,False
soda,disciplined,-1.3743785464374934,0.2864454508595917,False
soda,strict,-0.7461727315104941,-0.062354108974175884,True
soda,mature,-0.2032363148317129,-0.21864452544272367,True
soda,superficial,0.10497899884072007,-0.2965122029888654,False
soda,solemn,-1.318998141133147,-0.11917540549333591,True
soda,religious,-0.5048675279354915,0.05324221210907798,False
soda,conservative,-0.01417596830577123,0.2327700543045945,False
soda,messy,-0.38152944249851056,-0.30427967281711576,True
soda,logical,-0.8201264032778182,0.06870184275713305,False
soda,wise,-0.9675991869937104,0.11210417465607267,False
soda,witty,-1.631107509671547,0.27643965693111144,False
soda,impulsive,-0.60907062078848,0.01621526980737546,False
soda,moderate,-0.03571336594214846,0.22596286053677647,False
soda,towering,-0.6045882733470316,-0.014097783160931668,True
soda,political,-0.45483037998714704,0.04896127411094487,False
soda,prim,-0.827653135426102,-0.2793304559995374,True
soda,daring,-2.049614783249548,-0.15519299342772588,True
soda,friendly,-0.9174437462634585,-0.012573830910546717,True
soda,honorable,-2.157067923977718,0.2521150610850507,False
soda,realistic,-0.10738068260565334,-0.21720878984189368,True
soda,warm,-1.2153820668236859,-0.30650516614919726,True
soda,fearful,-1.0297693421258982,-0.02805165635588836,True
soda,questioning,-0.38714943213536457,0.26500184545176,False
soda,clever,-1.9421003425338486,0.16423066003358897,False
soda,arrogant,-0.9511367921191125,0.25031739976732786,False
soda,modest,-0.7579536719174694,-0.0798874123342362,True
soda,stupid,0.1635000573447017,-0.06946297038102271,False
soda,lyrical,-1.4596229229880102,-0.08925528759650443,True
soda,trendy,0.3638444404036539,-0.015189196381187021,False
soda,helpful,-0.4624003782647382,0.126195389522218,False
soda,protective,-0.9611452431061576,-0.15799197571929624,True
soda,challenging,-0.2677396537631471,-0.12470808975424268,True
soda,formal,-0.7580301616566026,-0.25685752076686424,True
soda,sentimental,-1.423106484987143,-0.015557443156841187,True
soda,aggressive,-1.293167812373944,0.03500263228574585,False
soda,focused,-0.4136054711098814,0.2173278176258699,False
soda,rational,-0.6272517773352755,0.19957318802024954,False
soda,fit,-0.15773458501069612,0.1681175696680721,False
soda,tough,-1.4390870996365188,0.0118644822581937,False
soda,ridiculous,0.14101190190384857,-0.18980396545127035,False
soda,accessible,-0.591081841693538,-0.02787939250184869,True
soda,discouraging,-0.7619174857924018,0.30944208216736163,False
soda,physical,-0.5148158352095431,-0.20852294514625588,True
soda,smooth,-0.664698958973171,-0.19161712847888981,True
soda,confident,-0.6723258953427289,0.22084487825653357,False
soda,athletic,0.12417396092904208,0.2167646013373977,True
soda,genuine,-0.5865704126714051,0.1809198381271638,False
soda,crazy,-0.6747400613884977,-0.09302949353920262,True
soda,obedient,-1.1315452579879752,-0.17774327301579915,True
soda,stable,-0.878001231046039,-0.2230426616448059,True
soda,critical,0.11664735947806,0.10237350784614314,True
soda,ripped,0.663274670478384,0.12665745580643017,True
soda,fair,-1.1444923696877638,-0.14152728744392637,True
soda,stiff,-0.8014150155896288,-0.07535209162743221,True
soda,greedy,-0.8240533985077957,0.10776697212265499,False
soda,cruel,-1.6038021787981684,-0.22755606211704815,True
soda,ruined,-0.5116893203222587,-0.24105827537885707,True
soda,thorough,-1.5754783218578874,0.23147214526353344,False
soda,ignorant,-0.2979412711199892,0.15994564329947983,False
soda,brutal,-2.012585940595155,0.0013949141907166603,False
soda,clean,-0.376446825374646,-0.20243711646243343,True
soda,odd,-0.5199153766400901,-0.016039261701587756,True
soda,slender,-0.15040619241147304,-0.2969835051547073,True
soda,buff,-0.17888113182227203,0.19697061099613608,False
soda,arbitrary,-0.8389853886853742,-0.009219312992946255,True
soda,abrupt,-0.9289812369316512,-0.013602873214057105,True
soda,organized,-0.6109136209582887,-0.24259052564420153,True
soda,unhealthy,1.142841438582824,-0.17539278809022263,False
soda,decent,-0.5454733721947392,0.09714485969408532,False
soda,earnest,-1.089978092188796,0.33366020434741167,False
soda,skeptical,0.10115310706170387,0.3154895096663462,True
soda,attractive,-0.29263300193921277,-0.43080751295907715,True
soda,polished,-0.9523883856570456,-0.09618259801846828,True
soda,irresponsible,0.206687418918583,0.18773851354179347,True
soda,artificial,0.6197139468788303,-0.32437941002778237,False
soda,liberal,0.16495648879064553,0.19575966834234065,True
soda,busy,0.030957927755882384,0.0885438368265024,True
soda,sensitive,0.016938962298365754,-0.1860647324580156,False
soda,deceptive,-0.7179059955142584,-0.2287440098426466,True
soda,caring,-0.47637244407556034,0.012915901552785172,False
soda,bizarre,-0.6647756411254131,-0.07349150728301573,True
soda,mellow,-0.3253519692730639,0.21186522117972867,False
soda,ordinary,-0.5504088844154285,-0.17311702952024957,True
soda,abrasive,-0.36597490156368545,0.21850349577438669,False
soda,pure,-1.1850382949923788,-0.4073511935576262,True
soda,dominating,-0.5339117897168386,0.0032251283574959376,False
soda,whimsical,-1.7299552704593733,0.035564122008355854,False
soda,winning,0.15410509834597538,0.2585464848790848,True
soda,desperate,-0.5073512789675753,0.19747511243892701,False
soda,sensual,-2.143723664281715,-0.41839838993126,True
soda,steadfast,-1.397903951216834,0.19540475943724345,False
soda,complex,-0.5390255849675513,-0.30617688422444705,True
soda,surprising,-0.10683429940512766,-0.26697714028709923,True
soda,negative,0.5247608656560265,0.05184684374925294,True
soda,rigid,-0.7013464634817957,-0.17887549595424948,True
soda,suspicious,-0.8191978596928873,0.022762639069190897,False
soda,charismatic,-1.3191037321413501,0.22077487192724984,False
soda,foolish,-0.6501873802454766,0.07605481102343944,False
soda,bland,0.5981008536645045,-0.11632067063382007,False
soda,exciting,-1.072460167038589,-0.35848372933922323,True
soda,mechanical,-0.44984588927066743,0.20534300193736127,False
soda,understanding,-0.5415567943409233,0.18016297680672377,False
soda,disturbing,-0.35218900849754264,-0.21521312326716474,True
soda,stubborn,-0.9239555121883722,0.014119887112694351,False
soda,restrained,-1.417643582818802,0.181505866392312,False
soda,cooperative,-1.0253780702961934,-0.08046402429098219,True
soda,sympathetic,-1.2704508084884862,0.10281666853499782,False
soda,kind,-0.9815563071622697,-0.18222651417793434,True
soda,scholarly,-1.6347329597747409,0.24525169366059912,False
soda,naive,-0.7142882765916999,-0.01627604462281195,True
soda,open,-0.8469635319134302,-0.13220241761989512,True
soda,practical,-1.2352649360934924,0.08942939987042856,False
soda,invisible,-0.7926438583205553,-0.30418001631349684,True
soda,short,0.630270993661176,-0.16177848690116084,False
soda,patriotic,-0.6037973231437945,0.21438358886375064,False
soda,sarcastic,-0.06600637197072645,0.23034219942794293,False
soda,faithful,-1.3049114742273409,-0.10327902852403706,True
soda,skillful,-2.457718600720154,0.188374521246488,False
soda,patient,-1.3761508908752127,-0.00016360564155650949,True
soda,mistaken,-0.42779447849179725,0.13200774227510048,False
soda,unstable,-0.46205615523814214,-0.18796148307297528,True
soda,sexy,-0.7939222444404732,-0.33711944882973,True
soda,casual,-0.033840020983527216,0.21689605562738323,False
soda,driving,0.892416936509654,0.27793456371222847,True
soda,compassionate,-1.2296691642696107,0.08560085671605773,False
soda,erratic,-0.6134342216798377,0.0652267220540871,False
soda,youthful,-0.34178965709614856,-0.10860614660345189,True
soda,slow,-0.39112196306452424,-0.19296007219150801,True
soda,active,-0.2039985646454473,-0.17977887491690175,True
soda,dynamic,-0.5860084295433242,-0.16370709389804847,True
soda,gracious,-1.1961554388868592,0.017738299177002297,False
soda,curious,-1.2577748167046534,0.1517448715807156,False
soda,stoic,-1.6437068889801143,0.09536285474625587,False
soda,insulting,-0.20017682132216966,0.21411952543114124,False
soda,conciliatory,-2.070702473251719,0.2395869227566038,False
soda,selfish,-0.623313982975965,-0.03806305190690062,True
soda,educated,-0.7104284883296016,0.0846271994028223,False
soda,adventurous,-1.1754850231817904,-0.048459368067539546,True
soda,secretive,-1.996084311775651,-0.015509073696665187,True
soda,rustic,-1.761728293548435,-0.15612306230200748,True
soda,optimistic,-0.5504454914799346,0.24975970117306287,False
soda,alert,-0.6439713498694679,0.027015879735581047,False
soda,cold,-0.8373285577762324,-0.28039557803052945,True
soda,narrow,-0.008025930075727139,-0.04892930364994015,True
soda,skinny,1.2148339263587136,0.0452156272003911,True
soda,predictable,-0.3917949458759787,-0.20465986049581197,True
